[epoch:0, iter:1] avg_LOSS: 2.494 | avg_ACC: 9.375% 
[epoch:8, iter:6397] avg_LOSS: 0.089 | avg_ACC: 97.063% 
[epoch:8, iter:6398] avg_LOSS: 0.089 | avg_ACC: 97.073% 
[epoch:8, iter:6399] avg_LOSS: 0.089 | avg_ACC: 97.072% 
[epoch:8, iter:6400] avg_LOSS: 0.089 | avg_ACC: 97.049% 
[epoch:8, iter:6401] avg_LOSS: 0.089 | avg_ACC: 97.026% 
[epoch:8, iter:6402] avg_LOSS: 0.090 | avg_ACC: 97.025% 
[epoch:8, iter:6403] avg_LOSS: 0.089 | avg_ACC: 97.034% 
[epoch:8, iter:6404] avg_LOSS: 0.089 | avg_ACC: 97.023% 
[epoch:8, iter:6405] avg_LOSS: 0.089 | avg_ACC: 97.032% 
[epoch:8, iter:6406] avg_LOSS: 0.090 | avg_ACC: 97.000% 
[epoch:8, iter:6407] avg_LOSS: 0.090 | avg_ACC: 96.999% 
[epoch:8, iter:6408] avg_LOSS: 0.089 | avg_ACC: 97.009% 
[epoch:8, iter:6409] avg_LOSS: 0.089 | avg_ACC: 97.028% 
[epoch:8, iter:6410] avg_LOSS: 0.089 | avg_ACC: 97.027% 
[epoch:8, iter:6411] avg_LOSS: 0.089 | avg_ACC: 97.046% 
[epoch:8, iter:6412] avg_LOSS: 0.089 | avg_ACC: 97.045% 
[epoch:8, iter:6413] avg_LOSS: 0.089 | avg_ACC: 97.044% 
[epoch:8, iter:6414] avg_LOSS: 0.089 | avg_ACC: 97.043% 
[epoch:8, iter:6415] avg_LOSS: 0.088 | avg_ACC: 97.052% 
[epoch:8, iter:6416] avg_LOSS: 0.089 | avg_ACC: 97.041% 
[epoch:8, iter:6417] avg_LOSS: 0.089 | avg_ACC: 97.030% 
[epoch:8, iter:6418] avg_LOSS: 0.089 | avg_ACC: 97.020% 
[epoch:8, iter:6419] avg_LOSS: 0.089 | avg_ACC: 97.019% 
[epoch:8, iter:6420] avg_LOSS: 0.089 | avg_ACC: 97.027% 
[epoch:8, iter:6421] avg_LOSS: 0.089 | avg_ACC: 97.008% 
[epoch:8, iter:6422] avg_LOSS: 0.089 | avg_ACC: 96.997% 
[epoch:8, iter:6423] avg_LOSS: 0.089 | avg_ACC: 97.006% 
[epoch:8, iter:6424] avg_LOSS: 0.089 | avg_ACC: 97.024% 
[epoch:8, iter:6425] avg_LOSS: 0.088 | avg_ACC: 97.023% 
[epoch:8, iter:6426] avg_LOSS: 0.088 | avg_ACC: 97.031% 
[epoch:8, iter:6427] avg_LOSS: 0.089 | avg_ACC: 97.021% 
[epoch:8, iter:6428] avg_LOSS: 0.089 | avg_ACC: 97.011% 
[epoch:8, iter:6429] avg_LOSS: 0.089 | avg_ACC: 97.010% 
[epoch:8, iter:6430] avg_LOSS: 0.089 | avg_ACC: 97.001% 
[epoch:8, iter:6431] avg_LOSS: 0.089 | avg_ACC: 96.991% 
[epoch:8, iter:6432] avg_LOSS: 0.089 | avg_ACC: 96.990% 
[epoch:8, iter:6433] avg_LOSS: 0.089 | avg_ACC: 96.981% 
[epoch:8, iter:6434] avg_LOSS: 0.089 | avg_ACC: 96.989% 
[epoch:8, iter:6435] avg_LOSS: 0.089 | avg_ACC: 96.997% 
[epoch:8, iter:6436] avg_LOSS: 0.089 | avg_ACC: 96.997% 
[epoch:8, iter:6437] avg_LOSS: 0.089 | avg_ACC: 97.004% 
[epoch:8, iter:6438] avg_LOSS: 0.088 | avg_ACC: 97.021% 
[epoch:8, iter:6439] avg_LOSS: 0.089 | avg_ACC: 97.003% 
[epoch:8, iter:6440] avg_LOSS: 0.088 | avg_ACC: 97.011% 
[epoch:8, iter:6441] avg_LOSS: 0.088 | avg_ACC: 97.010% 
[epoch:8, iter:6442] avg_LOSS: 0.088 | avg_ACC: 97.001% 
[epoch:8, iter:6443] avg_LOSS: 0.088 | avg_ACC: 97.009% 
[epoch:8, iter:6444] avg_LOSS: 0.088 | avg_ACC: 97.008% 
[epoch:8, iter:6445] avg_LOSS: 0.088 | avg_ACC: 96.999% 
[epoch:8, iter:6446] avg_LOSS: 0.088 | avg_ACC: 96.990% 
[epoch:8, iter:6447] avg_LOSS: 0.088 | avg_ACC: 96.998% 
[epoch:8, iter:6448] avg_LOSS: 0.088 | avg_ACC: 96.997% 
[epoch:8, iter:6449] avg_LOSS: 0.088 | avg_ACC: 96.996% 
[epoch:8, iter:6450] avg_LOSS: 0.089 | avg_ACC: 96.980% 
[epoch:8, iter:6451] avg_LOSS: 0.089 | avg_ACC: 96.963% 
[epoch:8, iter:6452] avg_LOSS: 0.088 | avg_ACC: 96.979% 
[epoch:8, iter:6453] avg_LOSS: 0.089 | avg_ACC: 96.946% 
[epoch:8, iter:6454] avg_LOSS: 0.089 | avg_ACC: 96.930% 
[epoch:8, iter:6455] avg_LOSS: 0.089 | avg_ACC: 96.922% 
[epoch:8, iter:6456] avg_LOSS: 0.089 | avg_ACC: 96.930% 
[epoch:8, iter:6457] avg_LOSS: 0.089 | avg_ACC: 96.929% 
[epoch:8, iter:6458] avg_LOSS: 0.089 | avg_ACC: 96.921% 
[epoch:8, iter:6459] avg_LOSS: 0.089 | avg_ACC: 96.913% 
[epoch:8, iter:6460] avg_LOSS: 0.089 | avg_ACC: 96.929% 
[epoch:8, iter:6461] avg_LOSS: 0.089 | avg_ACC: 96.936% 
[epoch:8, iter:6462] avg_LOSS: 0.089 | avg_ACC: 96.921% 
[epoch:8, iter:6463] avg_LOSS: 0.089 | avg_ACC: 96.920% 
[epoch:8, iter:6464] avg_LOSS: 0.089 | avg_ACC: 96.935% 
[epoch:8, iter:6465] avg_LOSS: 0.089 | avg_ACC: 96.935% 
[epoch:8, iter:6466] avg_LOSS: 0.090 | avg_ACC: 96.912% 
[epoch:8, iter:6467] avg_LOSS: 0.089 | avg_ACC: 96.919% 
[epoch:8, iter:6468] avg_LOSS: 0.089 | avg_ACC: 96.919% 
[epoch:8, iter:6469] avg_LOSS: 0.089 | avg_ACC: 96.919% 
[epoch:8, iter:6470] avg_LOSS: 0.089 | avg_ACC: 96.919% 
[epoch:8, iter:6471] avg_LOSS: 0.089 | avg_ACC: 96.926% 
[epoch:8, iter:6472] avg_LOSS: 0.089 | avg_ACC: 96.918% 
[epoch:8, iter:6473] avg_LOSS: 0.089 | avg_ACC: 96.933% 
[epoch:8, iter:6474] avg_LOSS: 0.089 | avg_ACC: 96.940% 
[epoch:8, iter:6475] avg_LOSS: 0.089 | avg_ACC: 96.939% 
[epoch:8, iter:6476] avg_LOSS: 0.089 | avg_ACC: 96.932% 
[epoch:8, iter:6477] avg_LOSS: 0.089 | avg_ACC: 96.932% 
[epoch:8, iter:6478] avg_LOSS: 0.089 | avg_ACC: 96.931% 
[epoch:8, iter:6479] avg_LOSS: 0.089 | avg_ACC: 96.938% 
[epoch:8, iter:6480] avg_LOSS: 0.089 | avg_ACC: 96.945% 
[epoch:8, iter:6481] avg_LOSS: 0.089 | avg_ACC: 96.938% 
[epoch:8, iter:6482] avg_LOSS: 0.089 | avg_ACC: 96.930% 
[epoch:8, iter:6483] avg_LOSS: 0.089 | avg_ACC: 96.944% 
[epoch:8, iter:6484] avg_LOSS: 0.089 | avg_ACC: 96.950% 
[epoch:8, iter:6485] avg_LOSS: 0.089 | avg_ACC: 96.957% 
[epoch:8, iter:6486] avg_LOSS: 0.089 | avg_ACC: 96.950% 
[epoch:8, iter:6487] avg_LOSS: 0.089 | avg_ACC: 96.949% 
[epoch:8, iter:6488] avg_LOSS: 0.089 | avg_ACC: 96.956% 
[epoch:8, iter:6489] avg_LOSS: 0.089 | avg_ACC: 96.949% 
[epoch:8, iter:6490] avg_LOSS: 0.089 | avg_ACC: 96.962% 
[epoch:8, iter:6491] avg_LOSS: 0.089 | avg_ACC: 96.961% 
[epoch:8, iter:6492] avg_LOSS: 0.089 | avg_ACC: 96.961% 
[epoch:8, iter:6493] avg_LOSS: 0.089 | avg_ACC: 96.948% 
[epoch:8, iter:6494] avg_LOSS: 0.089 | avg_ACC: 96.954% 
[epoch:8, iter:6495] avg_LOSS: 0.089 | avg_ACC: 96.947% 
[epoch:8, iter:6496] avg_LOSS: 0.089 | avg_ACC: 96.934% 
[epoch:8, iter:6497] avg_LOSS: 0.089 | avg_ACC: 96.940% 
[epoch:8, iter:6498] avg_LOSS: 0.089 | avg_ACC: 96.946% 
[epoch:8, iter:6499] avg_LOSS: 0.089 | avg_ACC: 96.939% 
[epoch:8, iter:6500] avg_LOSS: 0.089 | avg_ACC: 96.939% 
[epoch:8, iter:6501] avg_LOSS: 0.089 | avg_ACC: 96.952% 
[epoch:8, iter:6502] avg_LOSS: 0.089 | avg_ACC: 96.951% 
[epoch:8, iter:6503] avg_LOSS: 0.089 | avg_ACC: 96.932% 
[epoch:8, iter:6504] avg_LOSS: 0.089 | avg_ACC: 96.938% 
[epoch:8, iter:6505] avg_LOSS: 0.089 | avg_ACC: 96.931% 
[epoch:8, iter:6506] avg_LOSS: 0.089 | avg_ACC: 96.931% 
[epoch:8, iter:6507] avg_LOSS: 0.089 | avg_ACC: 96.943% 
[epoch:8, iter:6508] avg_LOSS: 0.089 | avg_ACC: 96.956% 
[epoch:8, iter:6509] avg_LOSS: 0.089 | avg_ACC: 96.949% 
[epoch:8, iter:6510] avg_LOSS: 0.089 | avg_ACC: 96.943% 
[epoch:8, iter:6511] avg_LOSS: 0.089 | avg_ACC: 96.942% 
[epoch:8, iter:6512] avg_LOSS: 0.089 | avg_ACC: 96.954% 
[epoch:8, iter:6513] avg_LOSS: 0.089 | avg_ACC: 96.960% 
[epoch:8, iter:6514] avg_LOSS: 0.089 | avg_ACC: 96.954% 
[epoch:8, iter:6515] avg_LOSS: 0.089 | avg_ACC: 96.965% 
[epoch:8, iter:6516] avg_LOSS: 0.089 | avg_ACC: 96.965% 
[epoch:8, iter:6517] avg_LOSS: 0.089 | avg_ACC: 96.971% 
[epoch:8, iter:6518] avg_LOSS: 0.089 | avg_ACC: 96.976% 
[epoch:8, iter:6519] avg_LOSS: 0.088 | avg_ACC: 96.988% 
[epoch:8, iter:6520] avg_LOSS: 0.088 | avg_ACC: 96.993% 
[epoch:8, iter:6521] avg_LOSS: 0.088 | avg_ACC: 96.999% 
[epoch:8, iter:6522] avg_LOSS: 0.088 | avg_ACC: 96.998% 
[epoch:8, iter:6523] avg_LOSS: 0.088 | avg_ACC: 97.004% 
[epoch:8, iter:6524] avg_LOSS: 0.088 | avg_ACC: 97.003% 
[epoch:8, iter:6525] avg_LOSS: 0.088 | avg_ACC: 97.003% 
[epoch:8, iter:6526] avg_LOSS: 0.088 | avg_ACC: 97.008% 
[epoch:8, iter:6527] avg_LOSS: 0.088 | avg_ACC: 97.019% 
[epoch:8, iter:6528] avg_LOSS: 0.088 | avg_ACC: 97.024% 
[epoch:8, iter:6529] avg_LOSS: 0.088 | avg_ACC: 97.018% 
[epoch:8, iter:6530] avg_LOSS: 0.088 | avg_ACC: 97.018% 
[epoch:8, iter:6531] avg_LOSS: 0.088 | avg_ACC: 97.028% 
[epoch:8, iter:6532] avg_LOSS: 0.087 | avg_ACC: 97.028% 
[epoch:8, iter:6533] avg_LOSS: 0.088 | avg_ACC: 97.022% 
[epoch:8, iter:6534] avg_LOSS: 0.087 | avg_ACC: 97.027% 
[epoch:8, iter:6535] avg_LOSS: 0.088 | avg_ACC: 97.026% 
[epoch:8, iter:6536] avg_LOSS: 0.088 | avg_ACC: 97.026% 
[epoch:8, iter:6537] avg_LOSS: 0.088 | avg_ACC: 97.031% 
[epoch:8, iter:6538] avg_LOSS: 0.087 | avg_ACC: 97.041% 
[epoch:8, iter:6539] avg_LOSS: 0.087 | avg_ACC: 97.041% 
[epoch:8, iter:6540] avg_LOSS: 0.087 | avg_ACC: 97.046% 
[epoch:8, iter:6541] avg_LOSS: 0.087 | avg_ACC: 97.050% 
[epoch:8, iter:6542] avg_LOSS: 0.087 | avg_ACC: 97.050% 
[epoch:8, iter:6543] avg_LOSS: 0.087 | avg_ACC: 97.044% 
[epoch:8, iter:6544] avg_LOSS: 0.087 | avg_ACC: 97.043% 
[epoch:8, iter:6545] avg_LOSS: 0.087 | avg_ACC: 97.043% 
[epoch:8, iter:6546] avg_LOSS: 0.087 | avg_ACC: 97.053% 
[epoch:8, iter:6547] avg_LOSS: 0.087 | avg_ACC: 97.047% 
[epoch:8, iter:6548] avg_LOSS: 0.087 | avg_ACC: 97.057% 
[epoch:8, iter:6549] avg_LOSS: 0.087 | avg_ACC: 97.062% 
[epoch:8, iter:6550] avg_LOSS: 0.087 | avg_ACC: 97.066% 
[epoch:8, iter:6551] avg_LOSS: 0.087 | avg_ACC: 97.066% 
[epoch:8, iter:6552] avg_LOSS: 0.087 | avg_ACC: 97.070% 
[epoch:8, iter:6553] avg_LOSS: 0.087 | avg_ACC: 97.070% 
[epoch:8, iter:6554] avg_LOSS: 0.087 | avg_ACC: 97.064% 
[epoch:8, iter:6555] avg_LOSS: 0.086 | avg_ACC: 97.068% 
[epoch:8, iter:6556] avg_LOSS: 0.087 | avg_ACC: 97.062% 
[epoch:8, iter:6557] avg_LOSS: 0.087 | avg_ACC: 97.067% 
[epoch:8, iter:6558] avg_LOSS: 0.086 | avg_ACC: 97.072% 
[epoch:8, iter:6559] avg_LOSS: 0.086 | avg_ACC: 97.076% 
[epoch:8, iter:6560] avg_LOSS: 0.087 | avg_ACC: 97.065% 
[epoch:8, iter:6561] avg_LOSS: 0.087 | avg_ACC: 97.075% 
[epoch:8, iter:6562] avg_LOSS: 0.087 | avg_ACC: 97.074% 
[epoch:8, iter:6563] avg_LOSS: 0.087 | avg_ACC: 97.073% 
[epoch:8, iter:6564] avg_LOSS: 0.087 | avg_ACC: 97.073% 
[epoch:8, iter:6565] avg_LOSS: 0.087 | avg_ACC: 97.077% 
[epoch:8, iter:6566] avg_LOSS: 0.086 | avg_ACC: 97.087% 
[epoch:8, iter:6567] avg_LOSS: 0.086 | avg_ACC: 97.096% 
[epoch:8, iter:6568] avg_LOSS: 0.086 | avg_ACC: 97.090% 
[epoch:8, iter:6569] avg_LOSS: 0.086 | avg_ACC: 97.080% 
[epoch:8, iter:6570] avg_LOSS: 0.086 | avg_ACC: 97.084% 
[epoch:8, iter:6571] avg_LOSS: 0.086 | avg_ACC: 97.078% 
[epoch:8, iter:6572] avg_LOSS: 0.086 | avg_ACC: 97.078% 
[epoch:8, iter:6573] avg_LOSS: 0.086 | avg_ACC: 97.072% 
[epoch:8, iter:6574] avg_LOSS: 0.086 | avg_ACC: 97.067% 
[epoch:8, iter:6575] avg_LOSS: 0.087 | avg_ACC: 97.066% 
[epoch:8, iter:6576] avg_LOSS: 0.087 | avg_ACC: 97.065% 
[epoch:8, iter:6577] avg_LOSS: 0.087 | avg_ACC: 97.060% 
[epoch:8, iter:6578] avg_LOSS: 0.086 | avg_ACC: 97.069% 
[epoch:8, iter:6579] avg_LOSS: 0.086 | avg_ACC: 97.064% 
[epoch:8, iter:6580] avg_LOSS: 0.086 | avg_ACC: 97.073% 
[epoch:8, iter:6581] avg_LOSS: 0.086 | avg_ACC: 97.067% 
[epoch:8, iter:6582] avg_LOSS: 0.086 | avg_ACC: 97.067% 
[epoch:8, iter:6583] avg_LOSS: 0.086 | avg_ACC: 97.076% 
[epoch:8, iter:6584] avg_LOSS: 0.086 | avg_ACC: 97.066% 
[epoch:8, iter:6585] avg_LOSS: 0.086 | avg_ACC: 97.065% 
[epoch:8, iter:6586] avg_LOSS: 0.086 | avg_ACC: 97.055% 
[epoch:8, iter:6587] avg_LOSS: 0.087 | avg_ACC: 97.045% 
[epoch:8, iter:6588] avg_LOSS: 0.087 | avg_ACC: 97.049% 
[epoch:8, iter:6589] avg_LOSS: 0.087 | avg_ACC: 97.044% 
[epoch:8, iter:6590] avg_LOSS: 0.087 | avg_ACC: 97.039% 
[epoch:8, iter:6591] avg_LOSS: 0.087 | avg_ACC: 97.043% 
[epoch:8, iter:6592] avg_LOSS: 0.087 | avg_ACC: 97.038% 
[epoch:8, iter:6593] avg_LOSS: 0.087 | avg_ACC: 97.033% 
[epoch:8, iter:6594] avg_LOSS: 0.087 | avg_ACC: 97.032% 
[epoch:8, iter:6595] avg_LOSS: 0.087 | avg_ACC: 97.041% 
[epoch:8, iter:6596] avg_LOSS: 0.087 | avg_ACC: 97.031% 
[epoch:8, iter:6597] avg_LOSS: 0.087 | avg_ACC: 97.031% 
[epoch:8, iter:6598] avg_LOSS: 0.087 | avg_ACC: 97.035% 
[epoch:8, iter:6599] avg_LOSS: 0.087 | avg_ACC: 97.044% 
[epoch:8, iter:6600] avg_LOSS: 0.087 | avg_ACC: 97.034% 
[epoch:8, iter:6601] avg_LOSS: 0.087 | avg_ACC: 97.038% 
[epoch:8, iter:6602] avg_LOSS: 0.087 | avg_ACC: 97.042% 
[epoch:8, iter:6603] avg_LOSS: 0.087 | avg_ACC: 97.042% 
[epoch:8, iter:6604] avg_LOSS: 0.087 | avg_ACC: 97.041% 
[epoch:8, iter:6605] avg_LOSS: 0.087 | avg_ACC: 97.045% 
[epoch:8, iter:6606] avg_LOSS: 0.087 | avg_ACC: 97.049% 
[epoch:8, iter:6607] avg_LOSS: 0.087 | avg_ACC: 97.058% 
[epoch:8, iter:6608] avg_LOSS: 0.087 | avg_ACC: 97.057% 
[epoch:8, iter:6609] avg_LOSS: 0.087 | avg_ACC: 97.052% 
[epoch:8, iter:6610] avg_LOSS: 0.087 | avg_ACC: 97.047% 
[epoch:8, iter:6611] avg_LOSS: 0.087 | avg_ACC: 97.051% 
[epoch:8, iter:6612] avg_LOSS: 0.087 | avg_ACC: 97.042% 
[epoch:8, iter:6613] avg_LOSS: 0.087 | avg_ACC: 97.046% 
[epoch:8, iter:6614] avg_LOSS: 0.087 | avg_ACC: 97.045% 
[epoch:8, iter:6615] avg_LOSS: 0.087 | avg_ACC: 97.049% 
[epoch:8, iter:6616] avg_LOSS: 0.087 | avg_ACC: 97.049% 
[epoch:8, iter:6617] avg_LOSS: 0.087 | avg_ACC: 97.052% 
[epoch:8, iter:6618] avg_LOSS: 0.087 | avg_ACC: 97.052% 
[epoch:8, iter:6619] avg_LOSS: 0.087 | avg_ACC: 97.047% 
[epoch:8, iter:6620] avg_LOSS: 0.087 | avg_ACC: 97.047% 
[epoch:8, iter:6621] avg_LOSS: 0.087 | avg_ACC: 97.042% 
[epoch:8, iter:6622] avg_LOSS: 0.087 | avg_ACC: 97.046% 
[epoch:8, iter:6623] avg_LOSS: 0.087 | avg_ACC: 97.050% 
[epoch:8, iter:6624] avg_LOSS: 0.087 | avg_ACC: 97.058% 
[epoch:8, iter:6625] avg_LOSS: 0.087 | avg_ACC: 97.061% 
[epoch:8, iter:6626] avg_LOSS: 0.087 | avg_ACC: 97.057% 
[epoch:8, iter:6627] avg_LOSS: 0.087 | avg_ACC: 97.065% 
[epoch:8, iter:6628] avg_LOSS: 0.087 | avg_ACC: 97.060% 
[epoch:8, iter:6629] avg_LOSS: 0.087 | avg_ACC: 97.068% 
[epoch:8, iter:6630] avg_LOSS: 0.087 | avg_ACC: 97.067% 
[epoch:8, iter:6631] avg_LOSS: 0.087 | avg_ACC: 97.071% 
[epoch:8, iter:6632] avg_LOSS: 0.087 | avg_ACC: 97.066% 
[epoch:8, iter:6633] avg_LOSS: 0.087 | avg_ACC: 97.070% 
[epoch:8, iter:6634] avg_LOSS: 0.087 | avg_ACC: 97.078% 
[epoch:8, iter:6635] avg_LOSS: 0.087 | avg_ACC: 97.073% 
[epoch:8, iter:6636] avg_LOSS: 0.087 | avg_ACC: 97.072% 
[epoch:8, iter:6637] avg_LOSS: 0.087 | avg_ACC: 97.076% 
[epoch:8, iter:6638] avg_LOSS: 0.086 | avg_ACC: 97.067% 
[epoch:8, iter:6639] avg_LOSS: 0.087 | avg_ACC: 97.063% 
[epoch:8, iter:6640] avg_LOSS: 0.087 | avg_ACC: 97.070% 
[epoch:8, iter:6641] avg_LOSS: 0.087 | avg_ACC: 97.062% 
[epoch:8, iter:6642] avg_LOSS: 0.087 | avg_ACC: 97.061% 
[epoch:8, iter:6643] avg_LOSS: 0.087 | avg_ACC: 97.065% 
[epoch:8, iter:6644] avg_LOSS: 0.087 | avg_ACC: 97.044% 
[epoch:8, iter:6645] avg_LOSS: 0.087 | avg_ACC: 97.048% 
[epoch:8, iter:6646] avg_LOSS: 0.087 | avg_ACC: 97.043% 
[epoch:8, iter:6647] avg_LOSS: 0.087 | avg_ACC: 97.039% 
[epoch:8, iter:6648] avg_LOSS: 0.087 | avg_ACC: 97.038% 
[epoch:8, iter:6649] avg_LOSS: 0.087 | avg_ACC: 97.034% 
[epoch:8, iter:6650] avg_LOSS: 0.087 | avg_ACC: 97.034% 
[epoch:8, iter:6651] avg_LOSS: 0.087 | avg_ACC: 97.033% 
[epoch:8, iter:6652] avg_LOSS: 0.087 | avg_ACC: 97.033% 
[epoch:8, iter:6653] avg_LOSS: 0.087 | avg_ACC: 97.028% 
[epoch:8, iter:6654] avg_LOSS: 0.087 | avg_ACC: 97.020% 
[epoch:8, iter:6655] avg_LOSS: 0.087 | avg_ACC: 97.024% 
[epoch:8, iter:6656] avg_LOSS: 0.087 | avg_ACC: 97.016% 
[epoch:8, iter:6657] avg_LOSS: 0.088 | avg_ACC: 97.007% 
[epoch:8, iter:6658] avg_LOSS: 0.087 | avg_ACC: 97.011% 
[epoch:8, iter:6659] avg_LOSS: 0.087 | avg_ACC: 97.015% 
[epoch:8, iter:6660] avg_LOSS: 0.087 | avg_ACC: 97.014% 
[epoch:8, iter:6661] avg_LOSS: 0.087 | avg_ACC: 97.014% 
[epoch:8, iter:6662] avg_LOSS: 0.087 | avg_ACC: 97.014% 
[epoch:8, iter:6663] avg_LOSS: 0.087 | avg_ACC: 97.017% 
[epoch:8, iter:6664] avg_LOSS: 0.087 | avg_ACC: 97.021% 
[epoch:8, iter:6665] avg_LOSS: 0.087 | avg_ACC: 97.024% 
[epoch:8, iter:6666] avg_LOSS: 0.088 | avg_ACC: 97.016% 
[epoch:8, iter:6667] avg_LOSS: 0.087 | avg_ACC: 97.016% 
[epoch:8, iter:6668] avg_LOSS: 0.087 | avg_ACC: 97.023% 
[epoch:8, iter:6669] avg_LOSS: 0.087 | avg_ACC: 97.019% 
[epoch:8, iter:6670] avg_LOSS: 0.088 | avg_ACC: 97.007% 
[epoch:8, iter:6671] avg_LOSS: 0.088 | avg_ACC: 96.995% 
[epoch:8, iter:6672] avg_LOSS: 0.088 | avg_ACC: 96.995% 
[epoch:8, iter:6673] avg_LOSS: 0.088 | avg_ACC: 96.995% 
[epoch:8, iter:6674] avg_LOSS: 0.088 | avg_ACC: 96.995% 
[epoch:8, iter:6675] avg_LOSS: 0.088 | avg_ACC: 96.979% 
[epoch:8, iter:6676] avg_LOSS: 0.088 | avg_ACC: 96.975% 
[epoch:8, iter:6677] avg_LOSS: 0.088 | avg_ACC: 96.979% 
[epoch:8, iter:6678] avg_LOSS: 0.088 | avg_ACC: 96.986% 
[epoch:8, iter:6679] avg_LOSS: 0.088 | avg_ACC: 96.986% 
[epoch:8, iter:6680] avg_LOSS: 0.088 | avg_ACC: 96.986% 
[epoch:8, iter:6681] avg_LOSS: 0.088 | avg_ACC: 96.985% 
[epoch:8, iter:6682] avg_LOSS: 0.088 | avg_ACC: 96.978% 
[epoch:8, iter:6683] avg_LOSS: 0.088 | avg_ACC: 96.977% 
[epoch:8, iter:6684] avg_LOSS: 0.088 | avg_ACC: 96.977% 
[epoch:8, iter:6685] avg_LOSS: 0.088 | avg_ACC: 96.981% 
[epoch:8, iter:6686] avg_LOSS: 0.088 | avg_ACC: 96.977% 
[epoch:8, iter:6687] avg_LOSS: 0.088 | avg_ACC: 96.980% 
[epoch:8, iter:6688] avg_LOSS: 0.088 | avg_ACC: 96.984% 
[epoch:8, iter:6689] avg_LOSS: 0.088 | avg_ACC: 96.987% 
[epoch:8, iter:6690] avg_LOSS: 0.088 | avg_ACC: 96.979% 
[epoch:8, iter:6691] avg_LOSS: 0.088 | avg_ACC: 96.983% 
[epoch:8, iter:6692] avg_LOSS: 0.088 | avg_ACC: 96.986% 
[epoch:8, iter:6693] avg_LOSS: 0.087 | avg_ACC: 96.989% 
[epoch:8, iter:6694] avg_LOSS: 0.087 | avg_ACC: 96.986% 
[epoch:8, iter:6695] avg_LOSS: 0.088 | avg_ACC: 96.978% 
[epoch:8, iter:6696] avg_LOSS: 0.088 | avg_ACC: 96.982% 
[epoch:8, iter:6697] avg_LOSS: 0.088 | avg_ACC: 96.981% 
[epoch:8, iter:6698] avg_LOSS: 0.088 | avg_ACC: 96.978% 
[epoch:8, iter:6699] avg_LOSS: 0.088 | avg_ACC: 96.974% 
[epoch:8, iter:6700] avg_LOSS: 0.088 | avg_ACC: 96.981% 
[epoch:8, iter:6701] avg_LOSS: 0.088 | avg_ACC: 96.980% 
[epoch:8, iter:6702] avg_LOSS: 0.088 | avg_ACC: 96.973% 
[epoch:8, iter:6703] avg_LOSS: 0.089 | avg_ACC: 96.966% 
[epoch:8, iter:6704] avg_LOSS: 0.089 | avg_ACC: 96.959% 
[epoch:8, iter:6705] avg_LOSS: 0.089 | avg_ACC: 96.955% 
[epoch:8, iter:6706] avg_LOSS: 0.089 | avg_ACC: 96.948% 
[epoch:8, iter:6707] avg_LOSS: 0.089 | avg_ACC: 96.937% 
[epoch:8, iter:6708] avg_LOSS: 0.089 | avg_ACC: 96.937% 
[epoch:8, iter:6709] avg_LOSS: 0.089 | avg_ACC: 96.941% 
[epoch:8, iter:6710] avg_LOSS: 0.089 | avg_ACC: 96.944% 
[epoch:8, iter:6711] avg_LOSS: 0.089 | avg_ACC: 96.944% 
[epoch:8, iter:6712] avg_LOSS: 0.089 | avg_ACC: 96.940% 
[epoch:8, iter:6713] avg_LOSS: 0.089 | avg_ACC: 96.937% 
[epoch:8, iter:6714] avg_LOSS: 0.089 | avg_ACC: 96.936% 
[epoch:8, iter:6715] avg_LOSS: 0.089 | avg_ACC: 96.929% 
[epoch:8, iter:6716] avg_LOSS: 0.089 | avg_ACC: 96.929% 
[epoch:8, iter:6717] avg_LOSS: 0.089 | avg_ACC: 96.933% 
[epoch:8, iter:6718] avg_LOSS: 0.090 | avg_ACC: 96.926% 
[epoch:8, iter:6719] avg_LOSS: 0.090 | avg_ACC: 96.926% 
[epoch:8, iter:6720] avg_LOSS: 0.090 | avg_ACC: 96.926% 
[epoch:8, iter:6721] avg_LOSS: 0.090 | avg_ACC: 96.925% 
[epoch:8, iter:6722] avg_LOSS: 0.089 | avg_ACC: 96.929% 
[epoch:8, iter:6723] avg_LOSS: 0.089 | avg_ACC: 96.925% 
[epoch:8, iter:6724] avg_LOSS: 0.090 | avg_ACC: 96.922% 
[epoch:8, iter:6725] avg_LOSS: 0.090 | avg_ACC: 96.908% 
[epoch:8, iter:6726] avg_LOSS: 0.090 | avg_ACC: 96.908% 
[epoch:8, iter:6727] avg_LOSS: 0.090 | avg_ACC: 96.905% 
[epoch:8, iter:6728] avg_LOSS: 0.090 | avg_ACC: 96.911% 
[epoch:8, iter:6729] avg_LOSS: 0.090 | avg_ACC: 96.915% 
[epoch:8, iter:6730] avg_LOSS: 0.090 | avg_ACC: 96.911% 
[epoch:8, iter:6731] avg_LOSS: 0.090 | avg_ACC: 96.905% 
[epoch:8, iter:6732] avg_LOSS: 0.090 | avg_ACC: 96.905% 
[epoch:8, iter:6733] avg_LOSS: 0.090 | avg_ACC: 96.911% 
[epoch:8, iter:6734] avg_LOSS: 0.090 | avg_ACC: 96.914% 
[epoch:8, iter:6735] avg_LOSS: 0.090 | avg_ACC: 96.908% 
[epoch:8, iter:6736] avg_LOSS: 0.090 | avg_ACC: 96.908% 
